
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:	Unit 3
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-548-205	3	ON External	20.000	ON	1003	0.000	15%	200x	10	ON fiber length	2.00	
Ch 2	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-547-209	3	ON External	20.000	ON	1003	0.000	15%	200x	10	ON fiber length	2.00	
Ch 3	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-547-204	3	ON External	20.000	ON	1003	0.000	15%	200x	10	ON fiber length	2.00	
Ch 4	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-548-208	3	ON External	20.000	ON	1003	0.000	20%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	20.005	11.603	1040	100.000	20.950	53.117	22.878	0.850	0.081	4000	1.184	-0.070	0.811	0.000	-0.000370	
Ch 2	0% Calibration	Air with 100% Humidity or Air Saturated Water	20.002	11.568	1040	100.000	20.950	53.232	22.299	0.850	0.081	4000	1.184	-0.070	0.811	0.000	-0.000370	
Ch 3	0% Calibration	Air with 100% Humidity or Air Saturated Water	19.999	11.675	1040	100.000	20.950	52.804	22.983	0.850	0.081	4000	1.184	-0.070	0.811	0.000	-0.000370	
Ch 4	0% Calibration	Air with 100% Humidity or Air Saturated Water	19.993	11.742	1040	100.000	20.950	52.767	23.266	0.850	0.081	4000	1.184	-0.070	0.811	0.000	-0.000370	
Data	Smoothing:	3	
Date:	27/11/2019	
			 	Oxygen	Oxygen	Oxygen	Oxygen	Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
27/11/2019	11:26:24	0.00		230.72	222.67	237.26	239.59	23.854	23.854	23.854	23.854	987.86	---	23.854	---	---	23.090	22.917	22.884	23.061	116.581	86.122	95.706	133.787	4.688	4.804	5.636	6.850	
27/11/2019	11:26:26	1.59		230.89	222.57	237.32	239.50	23.850	23.850	23.850	23.850	987.86	---	23.850	---	---	23.084	22.923	22.882	23.067	116.546	86.156	95.717	133.803	4.644	4.800	5.647	6.851	
27/11/2019	11:26:27	2.68		230.91	222.59	237.15	239.53	23.850	23.850	23.850	23.850	987.83	---	23.850	---	---	23.083	22.922	22.890	23.065	116.516	86.194	95.721	133.809	4.650	4.795	5.649	6.868	
27/11/2019	11:26:28	3.76		230.75	222.58	236.92	239.55	23.852	23.852	23.852	23.852	987.80	---	23.852	---	---	23.089	22.922	22.901	23.063	116.483	86.222	95.733	133.812	4.628	4.780	5.644	6.916	
27/11/2019	11:26:29	4.82		230.87	222.60	236.87	239.64	23.854	23.854	23.854	23.854	987.76	---	23.854	---	---	23.083	22.920	22.902	23.058	116.469	86.208	95.752	133.806	4.615	4.769	5.660	6.898	
27/11/2019	11:26:30	5.89		230.82	222.42	236.88	239.57	23.852	23.852	23.852	23.852	987.73	---	23.852	---	---	23.086	22.930	22.903	23.063	116.432	86.197	95.758	133.809	4.637	4.773	5.644	6.901	
27/11/2019	11:26:31	6.96		231.17	222.37	236.78	239.54	23.851	23.851	23.851	23.851	987.78	---	23.851	---	---	23.069	22.933	22.908	23.064	116.423	86.189	95.755	133.812	4.676	4.759	5.661	6.866	
27/11/2019	11:26:32	8.02		230.88	222.19	236.62	239.32	23.851	23.851	23.851	23.851	987.80	---	23.851	---	---	23.084	22.942	22.915	23.075	116.428	86.218	95.765	133.831	4.712	4.755	5.643	6.872	
27/11/2019	11:26:34	9.08		230.89	222.20	236.66	239.27	23.851	23.851	23.851	23.851	987.84	---	23.851	---	---	23.083	22.942	22.914	23.077	116.469	86.240	95.778	133.841	4.711	4.764	5.681	6.908	
27/11/2019	11:26:35	10.14		230.43	222.05	236.75	239.23	23.850	23.850	23.850	23.850	987.84	---	23.850	---	---	23.106	22.950	22.910	23.079	116.534	86.257	95.795	133.851	4.671	4.788	5.657	6.904	
27/11/2019	11:26:36	11.21		230.27	222.01	236.66	239.47	23.849	23.849	23.849	23.849	987.87	---	23.849	---	---	23.114	22.952	22.914	23.068	116.611	86.257	95.805	133.835	4.649	4.804	5.689	6.905	
27/11/2019	11:26:37	12.28		230.02	222.03	236.58	239.44	23.847	23.847	23.847	23.847	987.87	---	23.847	---	---	23.128	22.952	22.919	23.070	116.704	86.270	95.806	133.822	4.635	4.811	5.671	6.861	
27/11/2019	11:26:38	13.34		229.87	222.18	236.60	239.50	23.846	23.846	23.846	23.846	987.85	---	23.846	---	---	23.136	22.945	22.918	23.068	116.768	86.273	95.805	133.813	4.650	4.816	5.696	6.873	
27/11/2019	11:26:39	14.42		229.74	222.24	236.74	239.47	23.845	23.845	23.845	23.845	987.85	---	23.845	---	---	23.143	22.942	22.912	23.070	116.814	86.280	95.805	133.814	4.654	4.820	5.666	6.882	
27/11/2019	11:26:40	15.50		229.56	222.11	236.68	239.42	23.843	23.843	23.843	23.843	987.85	---	23.843	---	---	23.152	22.949	22.915	23.073	116.855	86.277	95.817	133.842	4.645	4.810	5.671	6.880	
27/11/2019	11:26:41	16.57		229.37	221.90	236.48	239.49	23.843	23.843	23.843	23.843	987.87	---	23.843	---	---	23.162	22.960	22.925	23.069	116.887	86.291	95.835	133.858	4.660	4.788	5.632	6.866	
27/11/2019	11:26:42	17.65		229.18	221.81	236.41	239.43	23.844	23.844	23.844	23.844	987.91	---	23.844	---	---	23.171	22.965	22.928	23.072	116.937	86.295	95.846	133.885	4.635	4.769	5.632	6.886	
27/11/2019	11:26:43	19.03		228.97	221.79	236.38	239.51	23.845	23.845	23.845	23.845	987.93	---	23.845	---	---	23.181	22.965	22.929	23.068	116.976	86.307	95.852	133.897	4.610	4.756	5.664	6.881	
27/11/2019	11:26:45	20.09		228.95	221.88	236.41	239.40	23.846	23.846	23.846	23.846	987.96	---	23.846	---	---	23.181	22.960	22.927	23.072	117.013	86.300	95.855	133.905	4.591	4.771	5.703	6.890	
27/11/2019	11:26:46	21.16		228.94	221.77	236.39	239.29	23.843	23.843	23.843	23.843	987.90	---	23.843	---	---	23.183	22.967	22.929	23.079	117.042	86.304	95.855	133.902	4.619	4.788	5.727	6.868	
27/11/2019	11:26:47	22.21		228.86	221.65	236.32	239.10	23.843	23.843	23.843	23.843	987.86	---	23.843	---	---	23.187	22.973	22.932	23.088	117.078	86.307	95.861	133.904	4.640	4.772	5.682	6.878	
27/11/2019	11:26:48	23.29		228.49	221.59	236.28	239.20	23.840	23.840	23.840	23.840	987.80	---	23.840	---	---	23.207	22.977	22.935	23.084	117.164	86.330	95.863	133.919	4.671	4.739	5.676	6.890	
27/11/2019	11:26:49	24.36		227.81	221.76	236.24	239.24	23.836	23.836	23.836	23.836	987.79	---	23.836	---	---	23.242	22.969	22.939	23.084	117.295	86.339	95.867	133.928	4.671	4.727	5.663	6.878	
27/11/2019	11:26:50	25.44		227.43	221.84	236.19	239.35	23.832	23.832	23.832	23.832	987.81	---	23.832	---	---	23.263	22.966	22.943	23.080	117.438	86.342	95.874	133.930	4.690	4.738	5.672	6.887	
27/11/2019	11:26:51	26.48		226.84	221.81	236.17	239.13	23.831	23.831	23.831	23.831	987.84	---	23.831	---	---	23.293	22.968	22.944	23.091	117.577	86.343	95.896	133.948	4.670	4.767	5.684	6.870	
27/11/2019	11:26:52	27.55		226.74	221.67	236.11	238.91	23.832	23.832	23.832	23.832	987.87	---	23.832	---	---	23.298	22.975	22.946	23.100	117.690	86.354	95.919	133.978	4.693	4.774	5.671	6.886	
27/11/2019	11:26:53	28.61		226.41	221.57	236.18	238.76	23.835	23.835	23.835	23.835	987.85	---	23.835	---	---	23.314	22.980	22.942	23.107	117.787	86.363	95.936	133.987	4.693	4.775	5.661	6.869	
27/11/2019	11:26:54	29.68		226.23	221.59	236.17	238.86	23.836	23.836	23.836	23.836	987.87	---	23.836	---	---	23.322	22.978	22.942	23.102	117.837	86.374	95.934	133.992	4.701	4.771	5.627	6.859	
27/11/2019	11:26:55	30.74		226.19	221.53	236.11	238.83	23.839	23.839	23.839	23.839	987.85	---	23.839	---	---	23.324	22.981	22.944	23.102	117.817	86.391	95.931	134.007	4.693	4.770	5.629	6.862	
27/11/2019	11:26:56	31.81		226.21	221.47	235.96	238.80	23.840	23.840	23.840	23.840	987.84	---	23.840	---	---	23.322	22.983	22.951	23.103	117.784	86.397	95.938	134.044	4.686	4.790	5.632	6.873	
27/11/2019	11:26:57	32.89		226.64	221.34	235.85	238.65	23.837	23.837	23.837	23.837	987.79	---	23.837	---	---	23.301	22.991	22.957	23.111	117.743	86.398	95.947	134.068	4.690	4.778	5.664	6.879	
27/11/2019	11:26:58	33.96		226.75	221.50	235.81	238.85	23.834	23.834	23.834	23.834	987.79	---	23.834	---	---	23.297	22.984	22.960	23.103	117.728	86.397	95.962	134.081	4.699	4.777	5.650	6.854	
27/11/2019	11:26:59	35.03		226.87	221.47	235.83	238.94	23.832	23.832	23.832	23.832	987.80	---	23.832	---	---	23.292	22.986	22.960	23.099	117.698	86.408	95.969	134.073	4.667	4.752	5.656	6.854	
27/11/2019	11:27:01	36.11		226.95	221.38	235.74	238.88	23.833	23.833	23.833	23.833	987.87	---	23.833	---	---	23.287	22.990	22.964	23.102	117.658	86.413	95.979	134.061	4.662	4.761	5.619	6.848	
27/11/2019	11:27:02	37.16		226.73	221.13	235.58	238.74	23.833	23.833	23.833	23.833	987.87	---	23.833	---	---	23.298	23.003	22.972	23.108	117.644	86.427	95.996	134.041	4.634	4.758	5.618	6.861	
27/11/2019	11:27:03	38.24		226.30	221.16	235.57	238.62	23.832	23.832	23.832	23.832	987.90	---	23.832	---	---	23.320	23.003	22.972	23.115	117.660	86.426	96.008	134.038	4.662	4.765	5.638	6.847	
27/11/2019	11:27:04	39.30		225.80	221.15	235.69	238.75	23.827	23.827	23.827	23.827	987.90	---	23.827	---	---	23.347	23.005	22.968	23.110	117.731	86.433	96.016	134.038	4.658	4.767	5.625	6.838	
27/11/2019	11:27:05	40.38		225.98	221.12	235.78	238.75	23.823	23.823	23.823	23.823	987.95	---	23.823	---	---	23.339	23.007	22.965	23.111	117.791	86.429	96.027	134.036	4.656	4.763	5.640	6.823	
27/11/2019	11:27:06	41.44		225.99	221.12	235.75	238.95	23.820	23.820	23.820	23.820	987.95	---	23.820	---	---	23.340	23.008	22.968	23.103	117.821	86.436	96.036	134.026	4.633	4.754	5.614	6.814	
27/11/2019	11:27:07	42.50		226.07	221.10	235.74	238.98	23.819	23.819	23.819	23.819	987.89	---	23.819	---	---	23.336	23.009	22.969	23.102	117.804	86.438	96.044	134.016	4.640	4.740	5.644	6.824	
27/11/2019	11:27:08	43.57		226.10	221.09	235.75	239.10	23.822	23.822	23.822	23.822	987.87	---	23.822	---	---	23.334	23.009	22.967	23.095	117.773	86.451	96.046	134.017	4.666	4.747	5.623	6.839	
27/11/2019	11:27:09	44.62		226.56	221.08	235.59	239.02	23.825	23.825	23.825	23.825	987.84	---	23.825	---	---	23.309	23.009	22.974	23.098	117.735	86.458	96.056	134.019	4.691	4.765	5.656	6.849	
27/11/2019	11:27:10	45.70		226.63	221.01	235.51	238.95	23.827	23.827	23.827	23.827	987.86	---	23.827	---	---	23.305	23.012	22.977	23.101	117.701	86.474	96.072	134.027	4.668	4.769	5.642	6.847	
27/11/2019	11:27:11	46.76		226.38	220.92	235.41	238.86	23.826	23.826	23.826	23.826	987.88	---	23.826	---	---	23.318	23.016	22.982	23.105	117.662	86.483	96.086	134.032	4.658	4.747	5.650	6.839	
27/11/2019	11:27:12	47.85		225.95	220.83	235.41	238.99	23.827	23.827	23.827	23.827	987.87	---	23.827	---	---	23.340	23.021	22.982	23.099	117.651	86.493	96.100	134.024	4.656	4.754	5.627	6.840	
27/11/2019	11:27:14	49.17		225.86	220.97	235.31	238.96	23.827	23.827	23.827	23.827	987.84	---	23.827	---	---	23.344	23.014	22.987	23.100	117.648	86.496	96.116	134.008	4.680	4.762	5.646	6.852	
27/11/2019	11:27:15	50.24		225.92	221.08	235.31	239.06	23.826	23.826	23.826	23.826	987.81	---	23.826	---	---	23.342	23.008	22.987	23.095	117.663	86.500	96.122	133.995	4.679	4.765	5.645	6.855	
27/11/2019	11:27:16	51.31		226.34	221.06	235.29	238.98	23.827	23.827	23.827	23.827	987.80	---	23.827	---	---	23.320	23.009	22.988	23.099	117.635	86.501	96.125	134.002	4.662	4.757	5.653	6.891	
27/11/2019	11:27:17	52.39		226.80	221.02	235.32	239.00	23.827	23.827	23.827	23.827	987.83	---	23.827	---	---	23.296	23.011	22.986	23.098	117.599	86.505	96.135	134.006	4.615	4.776	5.634	6.887	
27/11/2019	11:27:18	53.46		227.16	220.97	235.15	238.90	23.831	23.831	23.831	23.831	987.86	---	23.831	---	---	23.277	23.012	22.993	23.102	117.539	86.511	96.148	134.003	4.596	4.806	5.635	6.926	
27/11/2019	11:27:19	54.51		226.95	220.91	235.09	238.73	23.834	23.834	23.834	23.834	987.91	---	23.834	---	---	23.287	23.014	22.995	23.108	117.501	86.508	96.159	133.997	4.598	4.804	5.613	6.891	
27/11/2019	11:27:20	55.57		227.02	220.71	234.93	238.62	23.835	23.835	23.835	23.835	987.91	---	23.835	---	---	23.283	23.024	23.002	23.113	117.455	86.502	96.171	133.994	4.651	4.766	5.604	6.907	
27/11/2019	11:27:21	56.61		226.79	220.62	235.01	238.57	23.836	23.836	23.836	23.836	987.87	---	23.836	---	---	23.294	23.029	22.998	23.115	117.429	86.507	96.182	134.003	4.674	4.731	5.614	6.869	
27/11/2019	11:27:22	57.67		227.01	220.68	235.03	238.56	23.833	23.833	23.833	23.833	987.84	---	23.833	---	---	23.284	23.026	22.998	23.117	117.403	86.515	96.205	134.016	4.701	4.721	5.613	6.865	
27/11/2019	11:27:23	58.71		226.95	220.70	235.11	238.59	23.833	23.833	23.833	23.833	987.82	---	23.833	---	---	23.286	23.025	22.994	23.115	117.377	86.529	96.199	134.035	4.678	4.759	5.622	6.846	
27/11/2019	11:27:24	59.77		227.14	220.61	235.10	238.41	23.833	23.833	23.833	23.833	987.83	---	23.833	---	---	23.277	23.030	22.995	23.124	117.364	86.525	96.201	134.040	4.674	4.767	5.625	6.847	
27/11/2019	11:27:25	60.83		227.29	220.47	235.04	238.48	23.835	23.835	23.835	23.835	987.83	---	23.835	---	---	23.269	23.037	22.997	23.120	117.338	86.526	96.200	134.048	4.649	4.781	5.621	6.844	
27/11/2019	11:27:26	61.86		227.35	220.45	234.89	238.34	23.836	23.836	23.836	23.836	987.87	---	23.836	---	---	23.265	23.038	23.004	23.126	117.315	86.526	96.214	134.056	4.677	4.766	5.620	6.852	
27/11/2019	11:27:27	62.92		227.48	220.45	234.80	238.42	23.834	23.834	23.834	23.834	987.87	---	23.834	---	---	23.259	23.038	23.009	23.123	117.281	86.527	96.231	134.070	4.633	4.774	5.614	6.892	
27/11/2019	11:27:28	63.97		227.53	220.58	234.68	238.46	23.834	23.834	23.834	23.834	987.89	---	23.834	---	---	23.257	23.031	23.015	23.121	117.243	86.534	96.245	134.073	4.653	4.759	5.608	6.895	
27/11/2019	11:27:29	65.01		227.63	220.58	234.66	238.64	23.831	23.831	23.831	23.831	987.89	---	23.831	---	---	23.253	23.032	23.017	23.114	117.229	86.550	96.256	134.060	4.629	4.735	5.626	6.881	
27/11/2019	11:27:30	66.05		227.81	220.65	234.65	238.56	23.830	23.830	23.830	23.830	987.92	---	23.830	---	---	23.244	23.029	23.018	23.118	117.215	86.553	96.258	134.052	4.646	4.719	5.626	6.829	
27/11/2019	11:27:32	67.11		227.73	220.48	234.61	238.52	23.829	23.829	23.829	23.829	987.94	---	23.829	---	---	23.248	23.038	23.020	23.120	117.221	86.558	96.251	134.044	4.630	4.741	5.637	6.828	
27/11/2019	11:27:33	68.17		227.66	220.58	234.54	238.52	23.831	23.831	23.831	23.831	988.11	---	23.831	---	---	23.251	23.033	23.023	23.120	117.225	86.557	96.263	134.053	4.644	4.753	5.618	6.844	
27/11/2019	11:27:34	69.22		227.43	220.55	234.42	238.63	23.832	23.832	23.832	23.832	988.07	---	23.832	---	---	23.262	23.033	23.028	23.114	117.229	86.571	96.261	134.054	4.659	4.786	5.619	6.851	
27/11/2019	11:27:35	70.27		227.43	220.64	234.31	238.49	23.833	23.833	23.833	23.833	988.02	---	23.833	---	---	23.262	23.028	23.033	23.120	117.257	86.576	96.275	134.043	4.634	4.745	5.612	6.852	
27/11/2019	11:27:36	71.32		227.32	220.48	234.30	238.32	23.835	23.835	23.835	23.835	987.82	---	23.835	---	---	23.267	23.036	23.033	23.128	117.278	86.578	96.264	134.038	4.622	4.770	5.636	6.855	
27/11/2019	11:27:37	72.37		227.37	220.35	234.30	238.34	23.835	23.835	23.835	23.835	987.81	---	23.835	---	---	23.265	23.043	23.033	23.127	117.312	86.577	96.278	134.042	4.600	4.750	5.663	6.866	
27/11/2019	11:27:38	73.42		227.12	220.28	234.34	238.33	23.836	23.836	23.836	23.836	987.83	---	23.836	---	---	23.277	23.047	23.031	23.127	117.356	86.587	96.286	134.046	4.642	4.785	5.711	6.869	
27/11/2019	11:27:39	74.47		227.07	220.24	234.27	238.32	23.836	23.836	23.836	23.836	987.83	---	23.836	---	---	23.280	23.048	23.034	23.127	117.394	86.600	96.307	134.043	4.620	4.762	5.709	6.857	
27/11/2019	11:27:40	75.52		226.57	220.29	234.22	238.28	23.834	23.834	23.834	23.834	987.85	---	23.834	---	---	23.306	23.046	23.037	23.130	117.448	86.619	96.322	134.055	4.660	4.786	5.674	6.855	
27/11/2019	11:27:41	76.56		226.47	220.13	234.18	238.18	23.831	23.831	23.831	23.831	987.82	---	23.831	---	---	23.312	23.056	23.041	23.136	117.483	86.635	96.328	134.063	4.662	4.795	5.654	6.873	
27/11/2019	11:27:42	77.61		226.47	220.04	234.31	238.14	23.830	23.830	23.830	23.830	987.86	---	23.830	---	---	23.312	23.061	23.034	23.138	117.485	86.651	96.332	134.079	4.680	4.817	5.643	6.881	
27/11/2019	11:27:43	78.67		226.85	219.83	234.21	238.11	23.834	23.834	23.834	23.834	987.87	---	23.834	---	---	23.292	23.071	23.038	23.138	117.473	86.659	96.329	134.082	4.666	4.817	5.650	6.867	
27/11/2019	11:27:44	79.71		226.80	219.86	234.20	238.05	23.838	23.838	23.838	23.838	987.90	---	23.838	---	---	23.293	23.068	23.037	23.140	117.441	86.674	96.330	134.105	4.669	4.801	5.627	6.854	
27/11/2019	11:27:45	81.04		226.61	219.80	234.02	238.03	23.840	23.840	23.840	23.840	987.86	---	23.840	---	---	23.302	23.070	23.045	23.140	117.440	86.687	96.340	134.114	4.678	4.795	5.623	6.879	
27/11/2019	11:27:47	82.09		226.45	219.76	233.89	237.99	23.836	23.836	23.836	23.836	987.88	---	23.836	---	---	23.311	23.073	23.053	23.143	117.419	86.705	96.353	134.116	4.641	4.790	5.620	6.915	
27/11/2019	11:27:48	83.13		226.82	219.64	233.74	238.10	23.836	23.836	23.836	23.836	987.88	---	23.836	---	---	23.292	23.080	23.060	23.138	117.395	86.709	96.359	134.136	4.621	4.786	5.628	6.910	
27/11/2019	11:27:49	84.18		227.07	219.53	233.68	238.06	23.834	23.834	23.834	23.834	987.94	---	23.834	---	---	23.280	23.087	23.063	23.140	117.380	86.709	96.368	134.153	4.575	4.792	5.615	6.915	
27/11/2019	11:27:50	85.23		227.08	219.46	233.71	237.92	23.834	23.834	23.834	23.834	987.95	---	23.834	---	---	23.280	23.090	23.062	23.147	117.389	86.725	96.373	134.163	4.646	4.785	5.663	6.892	
27/11/2019	11:27:51	86.29		227.07	219.51	233.76	237.75	23.831	23.831	23.831	23.831	987.93	---	23.831	---	---	23.281	23.088	23.061	23.156	117.405	86.735	96.383	134.165	4.673	4.778	5.667	6.916	
27/11/2019	11:27:52	87.33		226.74	219.54	233.77	237.74	23.829	23.829	23.829	23.829	987.85	---	23.829	---	---	23.299	23.088	23.061	23.158	117.413	86.742	96.380	134.172	4.718	4.764	5.675	6.886	
27/11/2019	11:27:53	88.38		227.05	219.70	233.76	237.76	23.830	23.830	23.830	23.830	987.81	---	23.830	---	---	23.283	23.079	23.061	23.156	117.396	86.741	96.391	134.192	4.675	4.746	5.640	6.881	
27/11/2019	11:27:54	89.43		227.02	219.52	233.80	237.87	23.829	23.829	23.829	23.829	987.84	---	23.829	---	---	23.285	23.088	23.059	23.151	117.345	86.732	96.413	134.189	4.625	4.766	5.657	6.861	
27/11/2019	11:27:55	90.49		227.28	219.52	233.74	237.78	23.832	23.832	23.832	23.832	987.88	---	23.832	---	---	23.271	23.088	23.062	23.155	117.288	86.736	96.431	134.179	4.621	4.768	5.649	6.860	
27/11/2019	11:27:56	91.53		227.05	219.47	233.70	237.88	23.831	23.831	23.831	23.831	987.86	---	23.831	---	---	23.283	23.091	23.064	23.150	117.245	86.732	96.427	134.165	4.649	4.776	5.644	6.871	
27/11/2019	11:27:57	92.58		226.92	219.53	233.64	237.74	23.834	23.834	23.834	23.834	987.88	---	23.834	---	---	23.288	23.086	23.066	23.156	117.245	86.736	96.433	134.160	4.693	4.776	5.628	6.914	
27/11/2019	11:27:58	93.64		226.71	219.48	233.64	237.83	23.833	23.833	23.833	23.833	987.82	---	23.833	---	---	23.300	23.089	23.066	23.152	117.250	86.749	96.441	134.164	4.688	4.771	5.634	6.914	
27/11/2019	11:27:59	94.68		226.77	219.34	233.52	237.79	23.832	23.832	23.832	23.832	987.83	---	23.832	---	---	23.297	23.097	23.072	23.154	117.262	86.759	96.456	134.159	4.629	4.781	5.655	6.908	
27/11/2019	11:28:00	95.72		226.92	219.39	233.29	237.89	23.830	23.830	23.830	23.830	987.81	---	23.830	---	---	23.290	23.095	23.084	23.150	117.272	86.770	96.463	134.150	4.610	4.778	5.650	6.861	
27/11/2019	11:28:01	96.79		227.00	219.34	233.20	237.78	23.829	23.829	23.829	23.829	987.82	---	23.829	---	---	23.286	23.098	23.089	23.156	117.300	86.775	96.469	134.139	4.640	4.754	5.653	6.851	
27/11/2019	11:28:02	97.81		227.00	219.47	233.21	237.67	23.829	23.829	23.829	23.829	987.87	---	23.829	---	---	23.286	23.091	23.088	23.161	117.312	86.780	96.474	134.129	4.701	4.740	5.635	6.839	
27/11/2019	11:28:03	98.88		226.69	219.37	233.32	237.63	23.826	23.826	23.826	23.826	987.83	---	23.826	---	---	23.303	23.097	23.084	23.164	117.334	86.782	96.465	134.118	4.709	4.731	5.640	6.877	
27/11/2019	11:28:04	99.91		226.85	219.38	233.25	237.82	23.821	23.821	23.821	23.821	987.85	---	23.821	---	---	23.296	23.098	23.089	23.156	117.326	86.776	96.465	134.113	4.679	4.750	5.666	6.886	
27/11/2019	11:28:05	100.96		226.47	219.28	233.23	237.77	23.821	23.821	23.821	23.821	987.81	---	23.821	---	---	23.316	23.104	23.090	23.159	117.330	86.783	96.465	134.112	4.676	4.759	5.663	6.890	
27/11/2019	11:28:06	102.00		226.72	219.17	233.18	237.82	23.821	23.821	23.821	23.821	987.84	---	23.821	---	---	23.303	23.109	23.092	23.156	117.307	86.791	96.467	134.120	4.662	4.746	5.662	6.887	
27/11/2019	11:28:07	103.06		226.43	219.12	233.24	237.80	23.823	23.823	23.823	23.823	987.86	---	23.823	---	---	23.317	23.111	23.089	23.157	117.298	86.793	96.458	134.124	4.688	4.728	5.617	6.874	
27/11/2019	11:28:09	104.11		226.59	218.97	233.26	237.85	23.822	23.822	23.822	23.822	987.86	---	23.822	---	---	23.309	23.120	23.088	23.154	117.290	86.796	96.457	134.111	4.654	4.716	5.624	6.876	
27/11/2019	11:28:10	105.16		226.66	219.02	233.20	237.83	23.824	23.824	23.824	23.824	987.87	---	23.824	---	---	23.305	23.117	23.091	23.155	117.281	86.792	96.461	134.095	4.638	4.727	5.621	6.854	
27/11/2019	11:28:11	106.47		226.90	219.10	233.19	237.67	23.826	23.826	23.826	23.826	987.87	---	23.826	---	---	23.292	23.111	23.091	23.162	117.274	86.800	96.484	134.070	4.600	4.765	5.637	6.880	
27/11/2019	11:28:12	107.52		226.83	219.24	233.21	237.74	23.826	23.826	23.826	23.826	987.86	---	23.826	---	---	23.296	23.104	23.090	23.158	117.287	86.798	96.499	134.053	4.621	4.792	5.650	6.887	
27/11/2019	11:28:13	108.57		226.31	219.15	233.34	237.65	23.825	23.825	23.825	23.825	987.84	---	23.825	---	---	23.323	23.109	23.084	23.163	117.333	86.800	96.517	134.035	4.632	4.800	5.641	6.882	
27/11/2019	11:28:14	109.63		226.12	219.14	233.30	237.73	23.823	23.823	23.823	23.823	987.82	---	23.823	---	---	23.333	23.110	23.086	23.160	117.391	86.804	96.519	134.039	4.609	4.789	5.651	6.867	
27/11/2019	11:28:15	110.68		226.19	219.03	233.22	237.60	23.827	23.827	23.827	23.827	987.86	---	23.827	---	---	23.328	23.115	23.088	23.165	117.432	86.807	96.516	134.050	4.620	4.791	5.636	6.858	
27/11/2019	11:28:16	111.72		225.92	219.10	233.11	237.81	23.827	23.827	23.827	23.827	987.89	---	23.827	---	---	23.342	23.111	23.094	23.155	117.467	86.808	96.518	134.069	4.602	4.787	5.648	6.851	
27/11/2019	11:28:17	112.78		225.49	218.92	233.07	237.77	23.827	23.827	23.827	23.827	987.87	---	23.827	---	---	23.363	23.121	23.096	23.157	117.513	86.802	96.525	134.068	4.610	4.768	5.655	6.842	
27/11/2019	11:28:18	113.85		225.01	218.80	233.11	237.84	23.825	23.825	23.825	23.825	987.86	---	23.825	---	---	23.389	23.128	23.095	23.154	117.538	86.800	96.543	134.070	4.599	4.745	5.652	6.850	
27/11/2019	11:28:19	114.87		225.03	218.70	233.08	237.76	23.825	23.825	23.825	23.825	987.84	---	23.825	---	---	23.388	23.133	23.096	23.158	117.553	86.809	96.543	134.054	4.613	4.761	5.655	6.845	
27/11/2019	11:28:20	115.90		225.06	218.77	233.08	237.87	23.825	23.825	23.825	23.825	987.89	---	23.825	---	---	23.387	23.130	23.096	23.153	117.530	86.814	96.547	134.061	4.657	4.773	5.626	6.860	
27/11/2019	11:28:21	116.93		225.05	218.85	233.07	237.94	23.824	23.824	23.824	23.824	987.91	---	23.824	---	---	23.387	23.125	23.097	23.150	117.514	86.823	96.561	134.064	4.674	4.779	5.654	6.848	
27/11/2019	11:28:22	117.99		225.45	218.81	232.99	238.01	23.824	23.824	23.824	23.824	987.91	---	23.824	---	---	23.367	23.128	23.101	23.146	117.482	86.833	96.574	134.070	4.688	4.766	5.646	6.855	
